"number";"season";"team";"apps";"min";"goals";"assists";"sp90m";"kp90";"xG";"xA";"xG90";"xA90"
1;"2025/2026";"Arsenal";32;2079;12;0;2.08;0.74;11.43;2.21;0.49;0.1
